city,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
Acampo,555749.0,557124.0,559033.0,558365.0,559425.0,560189.0,559229.0,556120.0,553692.0,551351.0,551444.0,550048.0
Acton,604387.0,604697.0,605355.0,605615.0,607799.0,609758.0,607143.0,603656.0,602175.0,606199.0,609343.0,612219.0
Adelanto,233445.0,234638.0,235892.0,236498.0,237585.0,237840.0,237916.0,237594.0,237711.0,238727.0,240068.0,241286.0
Adin,152317.0,152542.0,152708.0,153201.0,153249.0,153371.0,152798.0,152231.0,151916.0,152828.0,153241.0,153308.0
Agoura Hills,892446.0,888334.0,886704.0,883896.0,884138.0,885551.0,884656.0,885395.0,888037.0,892836.0,895788.0,898531.0
Aguanga,377606.0,378313.0,380140.0,382172.0,383553.0,383936.0,386498.0,388717.0,391085.0,390023.0,388955.0,388785.0
Ahwahnee,337366.0,336701.0,334164.0,332676.0,333514.0,336289.0,338631.0,339527.0,340603.0,341554.0,342748.0,343975.0
Alameda,969907.5,965514.0,969719.0,972838.5,975326.0,976696.5,987120.0,994889.0,1002839.5,1001780.5,999068.5,1002400.0
Alamo,1881246.0,1862368.0,1849503.0,1851424.0,1857358.0,1859712.0,1854403.0,1845018.0,1827481.0,1823818.0,1825851.0,1837792.0
Albany,1033994.0,1028618.0,1028165.0,1030041.0,1027714.0,1026655.0,1028350.0,1032666.0,1039134.0,1041460.0,1041869.0,1045909.0
Albion,657276.0,659279.0,655168.0,647738.0,641158.0,638107.0,637050.0,633822.0,631453.0,628914.0,622958.0,618045.0
Alhambra,666614.0,664098.0,661644.5,661011.5,660436.5,661923.5,657343.5,656132.0,656211.0,661675.5,664389.0,666841.0
Aliso Viejo,619789.0,618136.0,617122.0,615661.0,614986.0,613135.0,612096.0,611546.0,614428.0,616852.0,617378.0,616168.0
Alpaugh,132838.0,130956.0,131604.0,134667.0,139034.0,140755.0,138828.0,135223.0,134394.0,137439.0,140350.0,143468.0
Alpine,630845.0,629401.0,629974.0,632137.0,631308.0,631465.0,633596.0,636425.0,636134.0,635613.0,636462.0,639518.0
Alta,357309.0,358281.0,356750.0,357250.0,359087.0,361902.0,361257.0,358876.0,356843.0,354987.0,355057.0,356226.0
Altadena,883246.0,879917.0,878601.0,879369.0,881311.0,883814.0,879480.0,879149.0,881038.0,888695.0,894014.0,898989.0
American Canyon,598719.0,600440.0,600527.0,597713.0,596259.0,592693.0,591180.0,588585.0,590630.0,592423.0,595000.0,594908.0
Anaheim,593209.0,591540.0,591681.0,592232.0,594492.0,594921.0,596519.0,598558.0,603368.0,606731.0,608432.0,608804.0
Anderson,235226.0,237310.0,238064.0,238224.0,239175.0,242032.0,243398.0,243848.0,244224.0,245203.0,246216.0,246892.0
Angelus Oaks,258008.0,257426.0,256731.0,256258.0,256194.0,258328.0,259235.0,262102.0,264456.0,267477.0,268492.0,268243.0
Angwin,874125.0,881186.0,884986.0,888142.0,900275.0,906398.0,896961.0,878733.0,869188.0,868434.0,865182.0,859138.0
Annapolis,872539.0,863282.0,856438.0,851596.0,852007.0,864362.0,865700.0,871177.0,877437.0,890631.0,895292.0,886820.0
Antioch,540668.0,541721.5,538056.5,533615.0,531643.0,531648.5,533646.0,535114.5,538162.5,540554.5,543292.0,547181.0
Anza,281400.0,282495.0,283899.0,284143.0,284552.0,284668.0,287343.0,289759.0,290255.0,287725.0,284792.0,284719.0
Apple Valley,261514.5,262034.5,262776.5,263198.0,264414.0,265199.5,265585.5,265895.0,266079.0,267097.5,268185.0,269286.5
Applegate,429662.0,433205.0,436332.0,440775.0,444875.0,444565.0,441996.0,439944.0,440702.0,441126.0,440529.0,441041.0
Aptos,974428.0,977144.0,973970.0,975482.0,968613.0,963293.0,954949.0,946061.0,944361.0,947275.0,947758.0,945163.0
Arcadia,1040905.0,1034619.5,1027461.0,1023507.5,1022508.0,1023055.5,1008012.0,998767.0,991972.5,999228.5,999909.0,1001866.0
Arcata,364861.0,364347.0,362690.0,362934.0,363531.0,364026.0,362438.0,362617.0,363013.0,364271.0,364461.0,364143.0
Arden-Arcade,346808.0,347526.0,347884.0,349673.0,352023.0,353973.0,354207.0,354598.0,355405.0,357032.0,359661.0,362929.0
Aromas,701239.0,704429.0,709470.0,714259.0,716152.0,713236.0,704258.0,698940.0,694490.0,695703.0,697052.0,699803.0
Artesia,557003.0,554159.0,552510.0,550827.0,550803.0,550697.0,550873.0,551561.0,553590.0,556008.0,558201.0,560970.0
Arvin,177484.0,178916.0,179275.0,179005.0,179347.0,180433.0,180770.0,181092.0,181459.0,182402.0,183703.0,184674.0
Atascadero,530331.0,528864.0,529728.0,532875.0,539641.0,540301.0,536573.0,535303.0,537255.0,540689.0,540728.0,540032.0
Atherton,6352282.0,6307507.0,6275548.0,6286839.0,6284198.0,6311989.0,6355335.0,6413323.0,6508379.0,6514409.0,6528351.0,6513056.0
Atwater,269529.0,268734.0,267933.0,268961.0,270045.0,270494.0,269679.0,269288.0,268997.0,269470.0,269385.0,269440.0
Auberry,285403.0,286570.0,288931.0,289493.0,289921.0,291347.0,294565.0,299416.0,302848.0,303021.0,300564.0,298323.0
Auburn,471021.0,473889.5,476833.5,479956.5,482531.0,482334.0,479290.5,477124.0,476668.5,477512.0,478303.0,480520.0
Avalon,728521.0,728345.0,728907.0,724525.0,723196.0,723920.0,719892.0,718522.0,716656.0,720433.0,717148.0,715970.0
Avenal,135070.0,136691.0,136547.0,137047.0,138578.0,139761.0,139460.0,136874.0,135682.0,135835.0,137002.0,139060.0
Azusa,475442.0,473370.0,471544.0,471366.0,472188.0,473535.0,472409.0,472123.0,473128.0,475650.0,477931.0,480406.0
Bakersfield,211842.0,213074.0,213963.0,214129.0,215076.0,216220.0,217011.0,218095.0,218762.0,219399.0,220085.0,220770.0
Baldwin Park,473144.0,469825.0,466905.0,466314.0,466964.0,467527.0,464833.0,462867.0,462534.0,465216.0,467745.0,470660.0
Ballico,385664.0,387446.0,390863.0,391972.0,392167.0,392118.0,389379.0,388206.0,386298.0,386195.0,385210.0,384137.0
Bangor,274551.0,282746.0,287743.0,288335.0,287742.0,287562.0,288630.0,290598.0,292215.0,292799.0,294143.0,294295.0
Banning,261985.0,263258.0,264409.0,265053.0,264803.0,264886.0,265487.0,266078.0,265801.0,265248.0,263908.0,264613.0
Barstow,145726.0,146654.0,147428.0,147879.0,148603.0,149253.0,149542.0,149579.0,149861.0,150597.0,151766.0,152496.0
Bass Lake,432137.5,428377.0,425559.0,426539.0,429835.0,433459.5,427184.0,419840.5,414005.0,418112.5,425660.5,432334.5
Bayside,509305.5,510911.5,506902.0,504392.5,502746.5,502334.0,494282.5,491039.0,488869.5,494497.5,496425.5,499403.0
Beaumont,341393.0,342923.0,344881.0,345836.0,345755.0,345894.0,346197.0,346675.0,346328.0,347621.0,348085.0,350785.0
Bell,451985.0,451959.0,452378.0,452891.0,452835.0,453393.0,452322.0,452175.0,453846.0,457415.0,460570.0,463997.0
Bellflower,521755.0,519833.0,518077.0,517676.0,518270.0,519110.0,516868.0,516523.0,517648.0,521407.0,523898.0,527217.0
Belmont,1841620.0,1830648.0,1822848.0,1821626.0,1821907.0,1815629.0,1811806.0,1798123.0,1800369.0,1792690.0,1797017.0,1797761.0
Ben Lomond,709116.0,712809.5,710509.5,716736.5,716330.5,719761.0,717097.0,713709.5,712542.0,711925.5,708886.5,706043.0
Benicia,631215.0,627286.0,626776.0,628989.0,631709.0,631450.0,633035.0,636639.0,640258.0,642336.0,638451.0,633318.0
Berkeley,1186389.5,1182330.5,1181975.5,1183287.5,1180747.5,1186037.0,1198596.0,1212059.5,1225440.0,1229844.5,1230775.0,1235571.0
Berry Creek,210321.0,215484.0,217125.0,219216.0,219566.0,221829.0,222938.0,224721.0,226011.0,226674.0,227933.0,227901.0
Bethel Island,485385.0,480713.0,477162.0,473848.0,474731.0,472341.0,469810.0,470857.0,472571.0,475002.0,471258.0,470368.0
Beverly Hills,2559725.0,2545279.0,2534404.0,2539094.0,2554407.0,2566169.0,2504824.0,2458976.0,2419151.0,2455587.0,2465883.0,2480185.0
Bieber,127465.0,126860.0,126259.0,126527.0,127280.0,127754.0,128030.0,127822.0,127952.0,128225.0,128121.0,127826.0
Big Bear City,265830.0,265936.0,265574.0,264874.0,265101.0,265249.0,265242.0,266024.0,266687.0,267636.0,267802.0,267707.0
Big Bear Lake,360215.0,360402.0,360365.0,360329.0,360639.0,361156.0,361156.0,363029.0,364622.0,367019.0,368105.0,368698.0
Big Creek,436667.0,436050.0,433131.0,428834.0,427234.0,427343.0,434131.0,442661.0,448830.0,450223.0,448423.0,446799.0
Big Sur,1706089.0,1712231.0,1719920.0,1713160.0,1733024.0,1738784.0,1742098.0,1752501.0,1780105.0,1791630.0,1781226.0,1774155.0
Biggs,229576.0,237455.0,243255.0,247049.0,249903.0,251497.0,255128.0,257096.0,259718.0,259905.0,261424.0,261636.0
Bloomington,341955.0,342794.0,344212.0,345103.0,346482.0,346761.0,346043.0,346036.0,347147.0,349874.0,352407.0,354694.0
Blue Lake,377013.0,372075.0,364080.0,362470.0,362806.0,364182.0,363043.0,362206.0,361234.0,362212.0,361799.0,361162.0
Blythe,145719.0,146397.0,146887.0,148269.0,149200.0,150260.0,151771.0,153202.0,154277.0,153882.0,152882.0,152862.0
Bodega Bay,1027785.0,1018471.0,1022320.0,1027607.0,1041154.0,1045661.0,1046063.0,1049117.0,1050787.0,1055029.0,1045664.0,1038440.0
Bodfish,115635.0,116161.0,116234.0,115703.0,115266.0,115147.0,115105.0,115707.0,116375.0,117725.0,119863.0,121760.0
Bolinas,1726855.0,1717258.0,1659777.0,1628788.0,1636073.0,1707873.0,1751992.0,1787049.0,1815889.0,1836667.0,1842829.0,1807025.0
Bonita,670881.0,668800.0,668728.0,671406.0,673203.0,674704.0,677674.0,680395.0,681806.0,682350.0,684228.0,686810.0
Bonsall,654001.0,653040.0,653318.0,657336.0,658604.0,660140.0,661491.0,663339.0,664141.0,664182.0,665864.0,666513.0
Boron,82279.0,81387.0,81109.0,80720.0,80732.0,80830.0,80293.0,80359.0,79921.0,80762.0,82276.0,84256.0
Borrego Springs,229112.0,229072.0,228950.0,229238.0,229602.0,232047.0,235117.0,237722.0,237122.0,235019.0,232348.0,231068.0
Boulder Creek,648191.0,649282.0,645658.5,649569.5,648886.5,652802.5,651702.5,648325.5,643606.0,644023.0,643162.0,643122.0
Boulevard,301194.0,297172.0,294560.0,295118.0,295267.0,293069.0,293716.0,294215.0,295708.0,297254.0,301648.0,306755.0
Bradbury,1403946.0,1406684.0,1402558.0,1400295.0,1402438.0,1407124.0,1403480.0,1397689.0,1394011.0,1398437.0,1396746.0,1395358.0
Brawley,210539.0,210017.0,210487.0,212318.0,214339.0,217327.0,219267.0,220085.0,219082.0,218760.0,219107.0,220695.0
Brea,754789.5,752361.0,751131.5,750295.5,750376.0,750099.0,751110.0,753850.5,759220.0,762363.0,761689.0,759217.5
Brentwood,645933.0,641007.0,635299.0,633561.0,634479.0,634301.0,634157.0,634699.0,636722.0,639549.0,642694.0,646729.0
Bridgeville,380419.0,378932.0,375628.0,372639.0,370571.0,371595.0,368200.0,367550.0,366646.0,367126.0,364639.0,360737.0
Brisbane,1014442.0,1014421.0,1016309.0,1021161.0,1021475.0,1018868.0,1018818.0,1018512.0,1025331.0,1029898.0,1037527.0,1044057.0
Browns Valley,459449.0,459937.0,460685.0,459080.0,461413.0,464875.0,465320.0,464430.0,461180.0,463016.0,465088.0,470010.0
Brownsville,220106.0,221392.0,223637.5,225514.0,228873.0,233951.0,239039.5,243178.5,248393.0,251223.5,255346.5,255527.0
Buellton,576565.0,578130.0,578613.0,580333.0,580623.0,582092.0,582899.0,587282.0,592053.0,598623.0,601570.0,605054.0
Buena Park,586034.0,584529.5,584805.5,585071.5,586628.0,586471.0,587926.0,590137.0,595141.5,597974.5,598362.0,597221.0
Buena Vista,1106678.0,1090137.0,1078728.0,1071175.0,1061805.0,1050157.0,1037511.0,1026504.0,1026285.0,1023289.0,1025828.0,1027209.0
Burbank,844587.0,843461.0,841839.0,839398.0,839108.0,841163.0,840107.0,841637.0,843971.0,850302.0,853175.0,858315.0
Burney,149950.0,150875.0,151776.0,152214.0,152718.0,153594.0,153784.0,152811.0,151762.0,150613.0,150685.0,151195.0
Buttonwillow,139293.0,143196.0,145562.0,144768.0,142877.0,142335.0,145912.0,149029.0,150915.0,150304.0,149990.0,150146.0
Byron,647539.0,646521.0,650652.0,650099.0,650305.0,648153.0,643583.0,639245.0,634516.0,633379.0,633873.0,637692.0
Cabazon,202231.0,201570.0,202445.0,204021.0,205977.0,208337.0,211133.0,213907.0,216218.0,217903.0,218761.0,220487.0
Calabasas,1435000.0,1428516.0,1422128.0,1416633.0,1414666.0,1415934.0,1403535.0,1398864.0,1397883.0,1411375.0,1418558.0,1427442.0
Calexico,219538.0,218867.0,219021.0,221001.0,222863.0,224557.0,225667.0,226094.0,224178.0,222799.0,222522.0,224996.0
Caliente,204733.0,204929.0,204238.0,203142.0,202276.0,202300.0,202378.0,203593.0,204935.0,206097.0,206671.0,206976.0
California City,163647.0,164389.0,164782.0,165010.0,166141.0,167336.0,168159.0,168932.0,168923.0,169194.0,169197.0,169589.0
Calimesa,361041.0,362290.0,363865.0,364425.0,363553.0,363154.0,364411.0,364822.0,364276.0,364618.0,365030.0,368246.0
Calipatria,137185.0,138687.0,138962.0,139834.0,138745.0,141174.0,142314.0,144564.0,142086.0,141687.0,139916.0,140896.0
Calistoga,975926.0,981550.0,988313.0,989976.0,996271.0,992321.0,979068.0,962413.0,954679.0,952581.0,944093.0,934310.0
Camarillo,617040.5,615959.5,615747.5,616927.0,617523.5,615931.5,613434.5,613296.5,614979.0,617640.5,618192.5,620667.5
Cambria,754506.0,752988.0,755052.0,757046.0,764602.0,767351.0,764495.0,764364.0,761937.0,763525.0,760747.0,760447.0
Camino,374482.0,377190.0,378347.0,375544.0,374419.0,373289.0,373054.0,373093.0,371951.0,372305.0,370642.0,369437.0
Camp Meeker,424262.0,414841.0,406247.0,401363.0,392974.0,391962.0,390665.0,385807.0,381043.0,379936.0,381947.0,385352.0
Campbell,1369859.0,1345623.0,1327783.0,1321520.0,1313763.0,1300991.0,1285498.0,1274478.0,1278075.0,1277599.0,1282313.0,1285906.0
Campo,352152.5,350713.0,349800.0,351208.0,351905.5,352718.5,354003.0,353684.5,352893.0,352926.5,355165.5,358237.5
Camptonville,245001.0,243413.0,246129.0,248266.0,254066.0,259759.0,266474.0,269299.0,271363.0,273695.0,276756.0,278244.0
Capitola,871426.0,874186.0,872687.0,880016.0,880666.0,882571.0,880804.0,875100.0,876068.0,878338.0,879155.0,876718.0
Carlotta,361817.0,358787.0,355978.0,356416.0,354591.0,352145.0,350031.0,352124.0,354625.0,357255.0,357852.0,358430.0
Carlsbad,901787.0,897967.0,898122.0,902857.5,905587.5,907334.5,911001.0,914052.5,915247.5,914982.0,917087.5,919909.0
Carmel Valley,1109656.0,1109820.0,1108046.0,1105549.0,1107336.0,1102622.0,1087378.0,1073610.0,1066020.0,1074696.0,1081679.0,1084664.0
Carmel-by-the-Sea,1746607.5,1762178.0,1775631.0,1788560.0,1785274.5,1781153.5,1744318.0,1717869.5,1682491.5,1689630.5,1695811.5,1719227.0
Carmichael,399033.0,398361.0,397509.0,399062.0,401626.0,403852.0,404320.0,404015.0,405201.0,406830.0,410541.0,413795.0
Carnelian Bay,762287.0,765759.0,766995.0,769532.0,775530.0,778097.0,778404.0,780214.0,783959.0,784702.0,785597.0,789473.0
Carpinteria,938513.0,940954.0,934706.0,932307.0,928815.0,933719.0,930479.0,929834.0,926265.0,928367.0,929505.0,932913.0
Carson,549585.0,548537.0,548863.5,550662.5,553148.0,555818.0,555961.5,557812.0,560366.0,564596.5,566913.0,569794.0
Caruthers,234960.0,237272.0,240099.0,241258.0,240454.0,239789.0,241708.0,243921.0,245067.0,243781.0,242938.0,240790.0
Castaic,573327.0,571202.0,570071.0,569736.0,570807.0,571532.0,569755.0,568949.0,570022.0,573602.0,576033.0,578950.0
Castro Valley,928423.0,922031.5,921128.5,922094.5,922008.5,921851.5,923186.5,922155.0,921535.5,918010.0,916480.5,919825.5
Cathedral City,304880.0,306606.0,309014.0,310304.0,311054.0,311945.0,314043.0,316307.0,318218.0,320418.0,321358.0,323655.0
Cayucos,1015161.0,1009105.0,1004311.0,1002998.0,1010271.0,1014659.0,1003636.0,997719.0,988172.0,992823.0,989443.0,987211.0
Cazadero,567574.0,559053.0,558151.0,555908.0,559703.0,559545.0,559357.0,560132.0,566075.0,573473.0,569777.0,561074.0
Ceres,303401.0,304365.0,304221.0,306717.0,308076.0,309296.0,308392.0,308592.0,308801.0,311200.0,312511.0,314179.0
Cerritos,736632.0,733805.0,730690.0,728699.0,728101.0,729109.0,725658.0,724915.0,726189.0,731211.0,733386.0,735165.0
Chico,351610.0,361768.0,368361.0,372836.0,376938.0,381714.0,386264.0,388954.0,390736.0,392541.0,394695.0,394332.0
Chilcoot,248820.0,248743.0,249142.0,249988.0,251691.0,253043.0,250759.0,245869.0,242055.0,242054.0,243337.0,245909.0
Chino,493973.0,493647.0,493480.5,493264.5,493838.0,493881.0,492476.0,491851.5,491392.5,492901.0,494515.5,496294.0
Chino Hills,668385.0,668404.0,669250.0,669530.0,671162.0,670880.0,669458.0,669339.0,670401.0,673664.0,675963.0,678016.0
Chowchilla,247407.0,248355.0,248696.0,248969.0,250222.0,252002.0,253384.0,254898.0,256863.0,258078.0,259825.0,262320.0
Chualar,424873.0,427510.0,428089.0,428434.0,427757.0,428903.0,428206.0,429592.0,430889.0,432722.0,433811.0,434920.0
Chula Vista,524695.0,522563.0,521645.0,523547.0,524974.0,526978.0,529808.0,531815.0,532154.0,533049.0,535289.0,538399.0
Citrus Heights,337321.5,337295.0,337209.0,338855.0,340767.0,342359.0,342845.5,342872.0,343890.5,345429.0,348678.0,351708.5
Claremont,684082.0,680625.0,678291.0,677238.0,679271.0,682590.0,682533.0,682727.0,683305.0,685989.0,688016.0,689980.0
Clarksburg,813711.0,789143.0,769908.0,764371.0,753179.0,757200.0,767106.0,787355.0,783834.0,791948.0,815035.0,843838.0
Clearlake,173276.5,173970.0,174440.5,175419.0,176514.5,177941.5,180702.5,183756.0,185883.5,186347.0,187481.5,189690.0
Clearlake Oaks,182486.0,181759.0,180664.0,179566.0,180278.0,180539.0,182061.0,183093.0,184831.0,185101.0,184834.0,185348.0
Cloverdale,559937.0,556734.0,553618.0,550759.0,549965.0,551185.0,551218.0,549920.0,547612.0,547934.0,545049.0,544317.0
Clovis,380462.0,381169.0,382794.0,383078.5,381933.0,381412.0,382458.0,384100.5,384083.5,384732.5,384896.5,385460.5
Coachella,255701.0,257392.0,259386.0,260436.0,261330.0,262460.0,263697.0,264185.0,263538.0,263320.0,262937.0,264703.0
Coalinga,184500.0,186193.0,187563.0,187386.0,185628.0,184729.0,186302.0,188580.0,189742.0,189550.0,188968.0,188643.0
Coarsegold,324215.5,322909.0,321063.0,319883.5,318673.0,318013.0,317618.5,317324.0,318147.5,319788.5,321686.0,323874.5
Cobb,223922.0,224398.0,226802.0,225057.0,222325.0,220219.0,222447.0,227749.0,234472.0,235802.0,237705.0,238192.0
Colfax,383901.0,385681.0,386661.0,388155.0,390574.0,391570.0,389600.0,389224.0,389644.0,390991.0,391224.0,392236.0
Colton,306817.0,307651.0,308695.0,309602.0,311014.0,312167.0,312303.0,313110.0,314026.0,316329.0,318073.0,319719.0
Commerce,458835.0,458124.0,458160.0,458374.0,459196.0,459825.0,459010.0,458824.0,460920.0,464952.0,468414.0,471573.0
Compton,408385.0,407139.0,406119.0,406559.0,407235.0,409400.0,408959.0,409756.0,411718.0,415981.0,419954.0,422855.0
Concord,552900.5,550965.0,547498.0,545972.5,546371.0,544575.5,543954.0,543079.5,546001.5,549829.0,554051.0,557687.5
Cool,398530.0,402086.0,403137.0,401276.0,401157.0,401536.0,403043.0,402954.0,402017.0,400820.0,399767.0,398206.0
Corcoran,155746.0,157169.0,157446.0,157747.0,159287.0,160300.0,159818.0,158721.0,158676.0,160749.0,161748.0,163900.0
Corning,232677.0,233633.0,235228.0,237340.0,239473.0,240853.0,241412.0,241911.0,243135.0,245075.0,246881.0,248457.0
Corona,498592.5,499806.5,501901.5,502391.5,502081.0,501584.5,501406.5,501260.5,500212.5,502099.0,502830.0,506852.5
Coronado,1761793.0,1759840.0,1759573.0,1764903.0,1763997.0,1776083.0,1797824.0,1826251.0,1851532.0,1861044.0,1868062.0,1870336.0
Corte Madera,1453831.0,1450257.0,1445251.0,1441462.0,1443701.0,1444166.0,1433894.0,1426479.0,1424428.0,1432672.0,1435034.0,1431626.0
Costa Mesa,848420.5,846424.0,846808.5,847107.5,848706.5,846596.5,846945.0,848763.5,856193.0,860176.5,859443.0,856283.0
Cotati,580157.0,576160.0,573400.0,569899.0,570653.0,573481.0,573288.0,572036.0,569130.0,569508.0,566414.0,564821.0
Coto de Caza,950619.0,947454.0,945760.0,943880.0,942775.0,939857.0,938259.0,938531.0,943552.0,947126.0,947310.0,944743.0
Cottonwood,270631.0,271487.0,275891.0,281397.0,287076.0,289193.0,289760.0,290346.0,291938.0,293643.0,295424.0,296618.0
Courtland,419434.0,418953.0,419769.0,424402.0,427742.0,429008.0,430654.0,431529.0,436861.0,436271.0,439745.0,440478.0
Covina,540544.0,538241.0,536121.0,536306.0,537058.0,538374.0,535841.0,535315.0,536169.0,539698.0,542420.0,545216.0
Crescent City,262903.0,263477.0,264165.0,265050.0,265438.0,266075.0,266981.0,268640.0,270330.0,271235.0,271558.0,271582.0
Crestline,219077.5,220742.5,222404.5,223093.0,223266.5,223174.5,222315.0,222667.5,222963.5,224409.5,224647.0,225123.5
Creston,786658.0,790728.0,798638.0,800292.0,805784.0,806149.0,798496.0,802474.0,813294.0,822361.0,824367.0,820275.0
Crows Landing,568717.0,558837.0,547882.0,553476.0,553575.0,553255.0,544772.0,545156.0,542901.0,549467.0,549423.0,552803.0
Culver City,1189248.0,1186456.0,1183110.0,1184090.5,1187179.5,1192573.5,1183796.5,1182470.0,1182809.0,1196329.0,1200017.5,1206230.0
Cupertino,2247384.0,2210170.0,2184472.0,2173771.0,2164277.0,2147679.0,2127594.0,2111827.0,2115674.0,2116127.0,2119792.0,2122713.0
Cutler,162776.0,163013.0,163900.0,166329.0,168195.0,169190.0,168412.0,168486.0,169263.0,170837.0,170866.0,170878.0
Cypress,675525.0,673287.0,672947.0,671933.0,673594.0,673746.0,675429.0,677533.0,682258.0,686312.0,686721.0,686193.0
Daggett,111150.0,111493.0,113689.0,113805.0,114245.0,114756.0,114798.0,113464.0,112641.0,112134.0,113422.0,113763.0
Daly City,1014772.5,1007305.5,1002310.0,1003875.5,1003521.5,1004949.5,1005918.0,1005793.5,1010415.5,1010315.5,1015025.0,1020819.5
Dana Point,1000371.5,998268.0,999608.5,1004235.5,1008063.0,1008363.0,1010075.0,1014442.5,1024410.0,1029114.5,1027714.0,1023468.0
Danville,1668567.5,1662621.0,1657563.0,1652219.5,1649581.0,1646226.0,1642225.0,1634948.0,1625291.0,1622338.0,1627564.0,1637262.5
Davenport,898017.0,900987.0,901582.0,909905.0,911717.0,914715.0,908685.0,908739.0,908423.0,911350.0,906739.0,903407.0
Davis,673222.5,669666.5,673093.0,679192.5,680893.5,678939.5,677457.0,681000.0,682574.0,678550.0,671930.5,668454.5
Del Monte Forest,2237871.0,2256126.0,2255140.0,2255142.0,2247524.0,2261422.0,2234841.0,2216369.0,2191618.0,2202229.0,2204806.0,2207354.0
Del Rey,222660.0,224225.0,227458.0,228474.0,228682.0,229407.0,231522.0,235290.0,236412.0,237175.0,236633.0,235992.0
Delano,213434.0,215148.0,216157.0,215949.0,216605.0,217421.0,218116.0,218559.0,218823.0,218982.0,219704.0,220657.0
Delhi,265023.0,264113.0,262905.0,263497.0,264601.0,266487.0,267420.0,268616.0,268667.0,268778.0,268315.0,268532.0
Denair,377289.0,377643.0,377295.0,381331.0,383035.0,384388.0,382549.0,384116.0,385243.0,388259.0,389200.0,390809.0
Descanso,446100.5,444624.5,443773.0,447007.5,450399.5,452543.0,453358.0,453243.0,452679.5,451728.5,451636.5,451436.5
Desert Hot Springs,220413.0,221995.0,223450.0,225092.0,226211.0,227286.0,228318.0,229271.0,229653.0,230578.0,230998.0,232960.0
Diamond Bar,692646.0,688558.0,684564.0,681461.0,680944.0,681608.0,679681.0,679287.0,679614.0,682732.0,683422.0,685165.0
Diamond Springs,332466.0,335956.0,337178.0,333161.0,330187.0,327908.0,329224.0,330764.0,331726.0,332905.0,331950.0,330848.0
Dillon Beach,939558.0,937616.0,940109.0,942067.0,954851.0,969306.0,980636.0,975769.0,976664.0,977147.0,988155.0,990220.0
Dinuba,223744.0,223636.0,223446.0,223899.0,224900.0,225197.0,223514.0,223074.0,223951.0,226722.0,226788.0,226703.0
Discovery Bay,622822.0,619169.0,614701.0,612835.0,613193.0,612554.0,613981.0,614828.0,617921.0,620334.0,623525.0,626161.0
Dixon,445360.0,444408.0,444830.0,447458.0,449125.0,450667.0,452618.0,454309.0,454619.0,454818.0,452646.0,449804.0
Dobbins,252439.0,251678.0,253497.0,255287.0,258239.0,260821.0,262297.0,263339.0,264437.0,266537.0,268649.0,270194.0
Dos Palos,224738.0,225371.0,225843.0,227388.0,227809.0,228051.0,228292.0,228849.0,229070.0,229174.0,230443.0,231403.0
Downey,585735.0,583164.0,581209.0,581238.0,582236.0,584174.0,582706.0,583745.0,586391.0,591392.0,594189.0,597412.0
Doyle,134142.0,133983.0,133508.0,133444.0,133199.0,133800.0,133687.0,133781.0,133615.0,134459.0,134121.0,134012.0
Duarte,530357.0,528611.0,526149.0,525876.0,527103.0,529000.0,527524.0,527905.0,530245.0,535959.0,539481.0,542784.0
Dublin,966313.0,960486.0,959444.0,959260.0,957218.0,954548.0,952571.0,949093.0,947247.0,945741.0,944960.0,947774.0
Ducor,162088.0,162220.0,160487.0,159414.0,161521.0,165855.0,168296.0,166905.0,164782.0,164288.0,162673.0,160796.0
Dulzura,459787.0,459668.0,462680.0,466298.0,466447.0,464053.0,464242.0,465880.0,469662.0,470536.0,471935.0,473189.0
Dunlap,212921.0,213794.0,215156.0,216658.0,216613.0,216724.0,218675.0,221561.0,224264.0,225784.0,225730.0,226682.0
