city,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
Ripon,472116.0,470920.0,473743.0,473808.0,475521.0,474938.0,473917.0,472641.0,471291.0,471580.0,472651.0,475507.0
Riverbank,324892.0,325774.0,325626.0,328392.0,329779.0,331255.0,330247.0,330660.0,330650.0,333044.0,334293.0,336539.0
Riverdale,208041.0,210696.0,213115.0,214159.0,213402.0,213934.0,217016.0,219939.0,221522.0,221344.0,221278.0,219343.0
Riverside,400432.0,401994.0,404096.0,404978.0,404675.0,404523.0,404923.0,405807.0,405938.0,407940.0,408807.0,411678.0
Rocklin,490310.0,493128.5,493784.0,494265.0,495698.0,495894.5,494678.0,494164.5,495632.5,497016.5,498826.0,501458.5
Rohnert Park,563622.0,558957.0,555791.0,552951.0,554426.0,557973.0,560189.0,559289.0,557060.0,556765.0,554368.0,553835.0
Rolling Hills,1309670.0,1306668.0,1304803.0,1305818.0,1309888.0,1313070.0,1304324.0,1300036.0,1299576.0,1308463.0,1312152.0,1315333.0
Rolling Hills Estates,1930717.0,1923035.0,1916487.0,1914725.0,1918394.0,1925949.0,1909059.0,1900758.0,1892543.0,1905594.0,1907394.0,1913251.0
Rosamond,254983.0,256530.0,257647.0,257939.0,258642.0,259208.0,259458.0,260029.0,260561.0,261204.0,262087.0,262560.0
Rosemead,607603.0,605365.0,602488.0,601516.0,601378.0,602906.0,598589.0,598025.0,599310.0,605170.0,607984.0,610454.0
Rosemont,336675.0,336515.0,336207.0,337681.0,339497.0,340999.0,340759.0,339963.0,340717.0,342185.0,345556.0,348100.0
Roseville,487887.0,489393.0,489465.0,490591.0,492055.0,492257.0,490965.0,490302.0,491821.0,493016.0,495078.0,498388.0
Ross,3164087.0,3174380.0,3173363.0,3133642.0,3107457.0,3106036.0,3087885.0,3058274.0,3030339.0,3043430.0,3060619.0,3063323.0
Rough and Ready,389560.0,387740.0,386406.0,391312.0,394001.0,394967.0,392837.0,392574.0,392099.0,391251.0,391877.0,393623.0
Round Mountain,219284.0,218838.0,218146.0,217844.0,220667.0,227675.0,232549.0,235531.0,235701.0,236305.0,237803.0,238989.0
Rowland Heights,667245.0,664146.0,661520.0,660621.0,661009.0,662140.0,659982.0,659726.0,660674.0,663479.0,663927.0,665571.0
Running Springs,227245.0,227943.0,228767.0,228961.0,229943.0,231138.0,231700.0,232185.0,232269.0,233295.0,233747.0,234659.0
Sacramento,315201.0,315956.0,316463.0,318634.0,320733.0,322422.0,322326.0,321175.0,320963.0,321269.0,324097.0,326846.0
Saint Helena,1455922.0,1462220.0,1462675.0,1461731.0,1462211.0,1453358.0,1462441.0,1477333.0,1509013.0,1520931.0,1527342.0,1523496.0
Salida,336059.0,337275.0,337187.0,340094.0,341881.0,344260.0,344404.0,346131.0,346993.0,349942.0,351245.0,353634.0
Salinas,564309.0,568495.0,569684.0,572095.0,571284.5,569809.5,567391.0,566372.5,565821.5,567389.5,569191.0,571015.5
San Anselmo,1247245.0,1245161.0,1242073.0,1234602.0,1227158.0,1220551.0,1210035.0,1194098.0,1184266.0,1188013.0,1205889.0,1220649.0
San Bernardino,266930.0,268016.0,269785.0,271124.0,272944.0,273867.0,274452.0,275822.0,277041.0,278795.0,279903.0,281112.0
San Bruno,1140778.0,1136771.0,1132631.0,1136146.0,1139786.0,1143091.0,1142820.0,1137610.0,1136063.0,1129150.0,1131556.0,1135014.0
San Carlos,1969601.0,1955625.0,1949345.0,1944871.0,1943357.0,1934557.0,1934787.0,1924997.0,1929352.0,1921054.0,1920917.0,1916770.0
San Clemente,1025212.5,1023399.0,1024563.5,1026832.0,1030890.0,1031889.0,1035573.5,1038347.5,1044498.0,1046669.5,1043087.5,1039332.0
San Diego,622241.0,619224.0,618753.0,622508.0,624702.0,625677.0,627345.0,629137.0,629239.0,629472.0,630810.0,632643.0
San Dimas,623925.0,621535.0,619809.0,618494.0,618737.0,620413.0,620377.0,621488.0,622590.0,625440.0,626717.0,629042.0
San Fernando,484553.0,482814.0,480577.0,481673.0,483394.0,486900.0,486415.0,486630.0,487115.0,490869.0,493958.0,498306.0
San Francisco,1400463.0,1399829.5,1396623.5,1395336.0,1399828.0,1404239.0,1406152.5,1405606.0,1404622.5,1414350.0,1420323.5,1435009.0
San Gabriel,792556.0,789534.0,785915.0,784431.0,784943.0,786152.0,779308.5,775796.0,774632.0,781361.5,784154.5,788026.5
San Jacinto,292409.5,293577.5,295325.0,296532.5,297210.0,297621.5,298096.5,298719.0,298739.5,300260.5,300970.0,303570.0
San Joaquin,181344.0,181965.0,181836.0,181925.0,180884.0,181202.0,182494.0,182604.0,181895.0,180535.0,180591.0,180730.0
San Jose,1035629.0,1020952.0,1002734.0,989698.0,996572.0,984679.0,976057.0,972386.0,981577.0,983345.0,986209.0,987595.0
San Juan Bautista,646929.0,640672.0,638994.0,640886.0,644524.0,647265.0,648488.0,647526.0,646068.0,641558.0,640080.0,642149.0
San Juan Capistrano,792061.0,789758.0,788877.0,788559.0,789600.0,788698.0,789808.0,791318.0,796587.0,799442.0,798571.0,796705.0
San Leandro,662808.0,658727.0,658284.0,657686.0,657553.0,658246.0,659997.0,660395.0,660695.0,660013.0,658592.0,660015.0
San Lorenzo,655809.0,650579.0,649615.0,649961.0,649626.0,649679.0,648615.0,647258.0,646654.0,648040.0,650036.0,656035.0
San Luis Obispo,731859.0,731766.0,736393.0,739308.0,743372.0,741471.0,734373.0,733805.0,735289.0,740057.0,739555.0,739474.0
San Marcos,592607.0,590189.5,589602.5,592418.0,593857.0,595399.5,596980.0,598324.5,598585.0,599098.0,600960.5,602515.5
San Marino,1998314.0,2008533.0,2015838.0,2040473.0,2062145.0,2095853.0,2113491.0,2142193.0,2171859.0,2200858.0,2225431.0,2248839.0
San Martin,1080740.0,1067598.0,1054599.0,1049328.0,1047755.0,1040454.0,1030443.0,1024370.0,1033085.0,1039836.0,1045470.0,1045000.0
San Mateo,1595204.0,1585478.0,1580351.0,1580905.0,1581518.0,1572406.0,1565605.0,1552838.0,1556175.0,1551117.0,1552558.0,1553591.0
San Miguel,393428.0,393937.0,396866.0,400100.0,403405.0,402647.0,401389.0,402215.0,405735.0,407883.0,408706.0,409265.0
San Rafael,1090897.5,1093434.0,1096845.5,1095995.0,1096160.0,1097064.0,1095193.5,1088111.5,1081675.5,1079259.0,1085414.5,1091322.0
San Ramon,1287217.0,1282825.0,1276979.5,1271594.0,1268697.0,1266697.0,1260755.5,1254289.5,1245584.0,1247766.0,1254168.5,1262544.5
Sanger,266447.0,267197.0,268838.0,269425.0,268577.0,268238.0,269038.0,270566.0,270631.0,271161.0,271681.0,272520.0
Santa Ana,528666.0,528651.0,530296.0,532374.0,534766.0,535232.0,536125.0,538053.0,543074.0,546699.0,547406.0,546159.0
Santa Barbara,1187735.5,1186698.5,1181084.0,1176348.0,1171214.0,1169865.0,1162422.5,1164139.0,1161236.5,1168487.5,1168901.0,1174691.0
Santa Clara,1277673.0,1254741.0,1237648.0,1229938.0,1221817.0,1210213.0,1192828.0,1178385.0,1177821.0,1178925.0,1186529.0,1190138.0
Santa Clarita,563067.0,561391.5,560157.0,559674.5,560170.5,561467.5,560479.0,560556.5,561806.0,565287.5,567348.0,569899.0
Santa Cruz,937183.5,942390.0,938751.0,941473.5,934032.0,932291.5,927521.5,921461.0,919584.0,921357.5,921414.0,919781.5
Santa Fe Springs,500679.0,499456.0,499208.0,499675.0,500858.0,501649.0,500091.0,500259.0,502326.0,506916.0,510093.0,513219.0
Santa Maria,406448.5,407464.0,406159.5,405362.0,404702.0,406254.5,406286.0,407062.0,406758.0,408887.0,410500.5,413539.0
Santa Monica,1435645.0,1424881.0,1410872.0,1404153.0,1407314.0,1412127.0,1389853.0,1376021.0,1370802.0,1392114.0,1400247.0,1408692.0
Santa Paula,448922.0,450932.0,452404.0,454442.0,456849.0,457593.0,458285.0,458747.0,460057.0,461720.0,461614.0,463727.0
Santa Rosa,607251.0,600929.0,596703.0,592960.0,593600.0,597515.0,600625.0,601460.0,600407.0,601101.0,599542.0,599077.0
Santa Ynez,1099322.0,1105798.0,1102868.0,1102154.0,1107872.0,1124127.0,1126170.0,1127168.0,1121207.0,1123178.0,1121637.0,1119526.0
Santa Ysabel,472397.0,467121.0,466093.0,469087.0,471029.0,470494.0,470429.0,473709.0,475262.0,475951.0,474483.0,474596.0
Santee,494961.0,492194.0,491654.0,494475.0,496644.0,498788.0,500766.0,501790.0,501530.0,501690.0,504507.0,508188.0
Saratoga,2840641.0,2798974.0,2772818.0,2764352.0,2755630.0,2737979.0,2716660.0,2701521.0,2712329.0,2714642.0,2719570.0,2718959.0
Sausalito,1282488.0,1273612.0,1267576.0,1264814.0,1264944.0,1269511.0,1268227.0,1259387.0,1252216.0,1250461.0,1254753.0,1258140.0
Scotia,248944.0,249422.0,248961.0,249121.0,248275.0,249458.0,250740.0,252646.0,253169.0,253098.0,253696.0,254275.0
Scotts Valley,963290.0,969977.0,967069.0,971373.0,965273.0,965310.0,960298.0,955232.0,954061.0,956334.0,957891.0,956037.0
Seal Beach,903319.0,891916.0,882064.0,875923.0,875897.0,873923.0,871030.0,872576.0,878593.0,885741.0,886479.0,887392.0
Seaside,563453.0,566813.0,568537.0,569089.0,567215.0,567543.0,564711.0,564173.0,562382.0,563472.0,563401.0,563519.0
Sebastopol,841626.0,831101.0,824908.0,821730.0,825912.0,832403.0,837362.0,840825.0,840891.0,841994.0,835559.0,833181.0
Selma,227517.0,228800.0,230841.0,232100.0,232474.0,232984.0,234462.0,236579.0,237298.0,237959.0,237671.0,237635.0
Shafter,209110.0,211172.0,212391.0,212430.0,213415.0,215637.0,218403.0,220434.0,221431.0,221426.0,222172.0,222713.0
Shandon,327476.0,329664.0,330355.0,332156.0,334373.0,333775.0,334765.0,338881.0,344227.0,346154.0,343543.0,342822.0
Shasta Lake,208739.0,210565.0,212017.0,213078.0,214214.0,216229.0,217375.0,218163.0,218601.0,219404.0,219848.0,220922.0
Shaver Lake,454691.0,455223.0,455990.0,455165.0,453996.0,455129.0,460281.0,466048.0,468161.0,467846.0,465025.0,462910.0
Sheridan,410366.0,414441.0,408832.0,408472.0,406474.0,411653.0,411807.0,412072.0,409819.0,409866.0,410762.0,411874.0
Shingle Springs,486431.0,489457.0,490634.0,487322.0,486474.0,485023.0,485975.0,485651.0,485643.0,486406.0,485858.0,484875.0
Shingletown,258213.0,259902.0,259510.0,260419.0,261883.0,264730.0,264651.0,262789.0,260743.0,260677.0,261731.0,263533.0
Sierra Madre,1038524.0,1036431.0,1032412.0,1030536.0,1029176.0,1032564.0,1028703.0,1029126.0,1029094.0,1035796.0,1037342.0,1038566.0
Signal Hill,532025.0,530657.0,529777.0,529785.0,530377.0,530951.0,527710.0,525956.0,525611.0,529374.0,532108.0,534942.0
Silverado,675416.0,673447.0,674809.0,676072.0,677634.0,672983.0,671563.0,673591.0,681909.0,687279.0,683850.0,678245.0
Simi Valley,584613.0,583926.0,583572.5,584759.0,585506.0,584196.0,582819.5,582335.5,584195.5,586449.0,587490.5,590879.5
Sloughhouse,530730.0,532635.0,531963.0,533338.0,535239.0,536510.0,534777.0,531211.0,531076.0,532246.0,536938.0,539913.0
Smartsville,357446.0,358732.0,362060.0,369173.0,372270.0,371540.0,367589.0,365782.0,364830.0,364998.0,365578.0,366766.0
Smith River,328092.0,329273.0,330432.0,331479.0,332294.0,333697.0,335513.0,336826.0,338490.0,340330.0,341460.0,342184.0
Soda Springs,557324.0,555721.0,555257.0,561994.0,560237.0,557938.0,552008.0,557406.0,559300.0,559485.0,554730.0,555071.0
Solana Beach,1407107.0,1405066.0,1407118.0,1411626.0,1415745.0,1418163.0,1429458.0,1444268.0,1455800.0,1460433.0,1459608.0,1457633.0
Soledad,404593.0,408117.0,410031.0,410707.0,409880.0,411373.0,412150.0,412692.0,411859.0,412035.0,412813.0,413785.0
Solvang,865492.0,868526.0,866731.0,863973.0,861733.0,862940.0,863818.0,864458.0,862425.0,863104.0,862150.0,863129.0
Somerset,381494.0,383904.0,380471.0,375619.0,370598.0,367881.0,365151.0,364711.0,364933.0,363602.0,363071.0,364781.0
Somis,1067585.0,1072776.0,1079740.0,1085828.0,1091319.0,1094013.0,1089720.0,1089907.0,1089758.0,1094792.0,1095809.0,1102066.0
Sonoma,704905.5,698912.5,698000.0,697691.0,703331.0,708545.5,713418.0,717359.5,718255.5,719347.5,714335.5,711305.5
Soquel,982547.0,987422.0,985960.0,988881.0,983039.0,981810.0,976509.0,968638.0,965133.0,967399.0,968189.0,966709.0
South El Monte,506726.0,503437.0,501137.0,500719.0,501550.0,502825.0,499210.0,497413.0,496935.0,500521.0,502900.0,505446.0
South Gate,453101.0,452163.0,451216.0,451566.0,451885.0,453326.0,452418.0,453595.0,456119.0,460607.0,463712.0,466655.0
South Lake Tahoe,408985.0,412769.0,412856.0,410028.5,412246.5,414438.5,416377.5,413070.5,407262.0,404136.0,401586.0,398757.0
South Pasadena,1159639.0,1158987.0,1158131.0,1159250.0,1162930.0,1168626.0,1153838.0,1147778.0,1147352.0,1165933.0,1175049.0,1180019.0
South San Francisco,1049629.0,1044031.0,1041296.0,1044620.0,1047632.0,1050179.0,1050663.0,1050157.0,1054308.0,1054094.0,1058615.0,1063899.0
Spring Valley,486191.0,484639.5,484929.0,487095.5,488473.5,490494.0,492469.0,493825.5,494315.5,495512.5,497859.5,500598.0
Springville,316986.0,316177.0,315554.0,317197.0,319378.0,320976.0,319793.0,319915.0,321430.0,325165.0,325307.0,326279.0
Squaw Valley,244192.0,244989.0,247243.0,248061.0,247655.0,248580.0,250442.0,253114.0,253441.0,253836.0,253825.0,253880.0
Standish,227369.0,228103.0,228417.0,229283.0,230741.0,231681.0,231767.0,230952.0,230045.0,229513.0,229107.0,229396.0
Stanford,3126165.0,3066422.0,3026675.0,3027608.0,3019486.0,2998860.0,2984613.0,2998430.0,3030080.0,3066040.0,3097474.0,3129042.0
Stanton,514097.0,513028.0,513101.0,511967.0,512117.0,510884.0,511455.0,513011.0,517177.0,520026.0,521401.0,521310.0
Stevinson,439378.0,442024.0,447052.0,440838.0,436328.0,429503.0,425021.0,425581.0,426006.0,431710.0,433170.0,436878.0
Stinson Beach,3421125.0,3410086.0,3368456.0,3343565.0,3371081.0,3412215.0,3388705.0,3339289.0,3349139.0,3359690.0,3373971.0,3297642.0
Stockton,268004.0,267821.0,269778.0,270303.0,271400.0,272015.0,272967.0,274208.0,274668.0,274935.0,275385.0,276774.0
Stratford,176130.0,175831.0,173693.0,174782.0,177908.0,182034.0,184383.0,182476.0,179513.0,178002.0,178374.0,182553.0
Strathmore,181021.0,180761.0,180621.0,182030.0,183446.0,183718.0,182258.0,181895.0,182702.0,185595.0,186293.0,187107.0
Sugarloaf,195164.0,195235.0,194635.0,194117.0,194126.0,194337.0,194410.0,195164.0,196050.0,197626.0,198463.0,198981.0
Suisun City,404922.0,403968.0,404530.0,407615.0,409646.0,410574.0,411964.0,413269.0,415000.0,416153.0,415573.0,413714.0
Summerland,1621818.0,1598522.0,1579693.0,1566348.0,1555842.0,1548229.0,1539834.0,1540122.0,1535835.0,1531383.0,1516816.0,1502617.0
Sunnyvale,1457895.5,1432117.5,1413556.0,1404400.0,1396645.0,1382502.0,1364848.0,1348218.0,1349026.5,1350625.0,1356645.0,1357967.5
Sunol,1344782.0,1334994.0,1336311.0,1328992.0,1322258.0,1316952.0,1321666.0,1311563.0,1303908.0,1282798.0,1273563.0,1268962.0
Susanville,187074.0,186918.0,186915.0,187313.0,188221.0,188939.0,189052.0,188722.0,188537.0,188722.0,188787.0,188695.0
Sutter,301825.0,304105.0,305122.0,306847.0,309954.0,304845.0,305855.0,299724.0,302949.0,297933.0,298644.0,297428.0
Taft,129248.0,129562.0,129389.0,128026.0,127728.0,127854.0,128761.0,129292.0,129837.0,130172.0,131231.0,131912.0
Tahoe City,915845.0,920982.0,920978.0,921995.0,923952.0,926527.0,922248.0,920622.0,922645.0,927693.0,936155.0,945401.0
Tahoe Vista,559918.0,564219.0,566083.0,569028.0,571095.0,568443.0,563465.0,562044.0,564705.0,565536.0,565839.0,566575.0
Tahoma,670539.0,674304.0,675989.0,673066.0,673803.0,672384.0,669411.0,664727.0,664088.0,664826.0,667942.0,667636.0
Tehachapi,273527.0,275865.0,277296.0,277379.0,277671.0,278318.0,277738.0,277924.0,277753.0,278615.0,279493.0,280212.0
Temecula,481914.0,483378.0,485866.0,486695.0,486414.0,485821.0,485678.0,485676.0,485038.0,487048.0,487936.0,491672.0
Temple City,757414.0,753808.0,748846.0,745542.0,743678.0,743517.0,734443.0,728911.0,726597.0,733152.0,736583.0,740254.0
Templeton,630418.0,629380.0,630406.0,632539.0,638447.0,637123.0,631682.0,629719.0,632868.0,637487.0,637573.0,636882.0
Terra Bella,197601.0,197190.0,196538.0,198073.0,200276.0,202821.0,201049.0,200574.0,199922.0,203190.0,203775.0,204222.0
The Sea Ranch,1007463.0,1001419.0,995625.0,989552.0,989781.0,986097.0,976399.0,968464.0,962071.0,963787.0,957332.0,956625.0
Thermal,147069.0,146779.0,147049.0,147768.0,148036.0,148552.0,149201.0,150870.0,151559.0,151903.0,151605.0,152227.0
Thousand Oaks,700405.0,699253.0,698653.0,699597.0,699906.0,698317.0,697615.0,698382.0,700461.0,702560.0,703257.0,707681.0
Thousand Palms,235628.0,236714.0,238210.0,239628.0,240569.0,242695.0,246636.0,250033.0,251821.0,252157.0,252121.0,253194.0
Three Rivers,342517.0,344006.0,349062.0,355019.0,357648.0,358069.0,355065.0,352634.0,352246.0,355246.0,357101.0,357186.0
Tiburon,2820877.0,2818545.0,2810958.0,2786238.0,2782113.0,2787375.0,2768912.0,2725020.0,2690648.0,2681263.0,2694253.0,2697446.0
Tipton,155039.0,155438.0,155888.0,155567.0,156870.0,157526.0,157299.0,156272.0,155803.0,157853.0,158302.0,158835.0
Tollhouse,287930.0,290400.0,295557.0,298104.0,299559.0,300830.0,302596.0,307200.0,309914.0,310518.0,309015.0,307886.0
Tomales,830602.0,832425.0,835835.0,837216.0,849154.0,866598.0,876893.0,869278.0,862946.0,858219.0,863698.0,861086.0
Topanga,1314026.0,1311955.0,1307269.0,1294810.0,1286449.0,1280663.0,1268589.0,1263394.0,1260909.0,1272905.0,1276801.0,1278637.0
Torrance,812175.5,809015.0,806747.5,806121.0,806314.5,807433.5,802925.0,802189.0,803861.0,810329.0,813966.0,817526.0
Tracy,544388.0,543264.0,546478.0,546409.0,547463.0,546673.0,544852.0,542946.0,540284.0,539459.0,539207.0,541660.0
Tranquillity,195392.0,196693.0,196919.0,196033.0,194444.0,194125.0,195806.0,197181.0,197991.0,196549.0,195930.0,195164.0
Traver,164841.0,166715.0,169249.0,171735.0,172867.0,173686.0,172896.0,173361.0,174980.0,177412.0,176747.0,176244.0
Trona,70060.0,70631.0,71313.0,72662.0,72693.0,73973.0,72932.0,72580.0,71258.0,72129.0,73822.0,74467.0
Truckee,714821.0,713585.0,715633.0,723970.0,726846.0,725552.0,718338.0,715546.0,713854.0,714545.0,717205.0,721401.0
Tulare,216675.0,216315.0,215811.0,216440.0,217653.0,218557.0,218147.0,218228.0,218913.0,220586.0,220408.0,220584.0
Turlock,325808.0,326138.5,325719.0,328457.0,329681.5,330903.5,329524.0,330153.5,330364.0,332840.0,333996.0,335809.0
Tustin,741127.0,738788.0,737833.0,737598.5,738920.0,738551.0,738686.5,739462.5,744141.0,746808.5,745763.5,742961.5
Twentynine Palms,140572.0,141181.0,142170.0,143856.0,145220.0,146447.0,146888.0,147846.0,148608.0,150131.0,151266.0,152452.0
Twin Bridges,287069.0,288676.0,289682.5,289024.0,293259.0,295240.0,297680.0,295557.0,292383.5,289375.0,286430.0,282968.5
Ukiah,409926.0,411709.0,408293.0,404013.0,399321.0,398502.0,397881.0,396979.0,395871.0,394936.0,391113.0,388038.0
Union City,937916.0,934435.0,933101.0,931107.0,926603.0,921642.0,913881.0,904609.0,897602.0,894216.0,892163.0,895524.0
Upland,563584.5,564209.5,565691.0,566363.5,568202.0,568965.5,568412.0,568322.0,568610.0,570826.5,572842.5,574533.0
Upper Lake,323444.0,321812.0,318126.0,313085.0,309553.0,305126.0,300518.0,294680.0,292111.0,292381.0,292684.0,291036.0
Vacaville,471145.5,468947.0,468743.5,470863.5,472123.5,472627.0,474361.0,476158.0,477807.5,478962.0,477661.5,475488.0
Valinda,473918.0,472103.0,470171.0,470380.0,472003.0,474230.0,473014.0,472075.0,472771.0,476658.0,479628.0,482432.0
Vallejo,432189.5,430878.0,431414.5,433825.0,435689.5,436056.0,437167.5,438046.0,439365.0,440298.5,439309.5,436941.5
Valley Center,620516.0,618896.0,619259.0,620795.0,620446.0,620222.0,621593.0,622078.0,621502.0,620428.0,620730.0,621471.0
Ventura,588909.0,589623.0,590256.0,590424.0,590184.0,588120.0,584427.0,582878.0,583505.0,586435.0,586612.0,588584.0
Victorville,255416.0,256310.0,257700.0,258876.0,260542.0,261186.0,261281.0,261299.0,261718.0,262900.0,264125.0,265445.0
Villa Park,1322869.0,1327785.0,1329423.0,1322942.0,1320828.0,1314715.0,1320646.0,1330016.0,1346374.0,1357906.0,1352477.0,1342321.0
Visalia,237140.0,236557.0,235662.0,235952.0,236889.0,237146.0,235748.0,234933.0,235299.0,237239.0,237462.0,237683.0
Vista,552573.0,550414.0,550333.0,553361.0,554732.0,556381.0,558410.0,560019.0,560313.0,560815.0,563016.0,565589.0
Walnut,769528.0,763936.0,759099.0,755920.0,754919.0,755090.0,752376.0,753068.0,754506.0,757651.0,757151.0,758319.0
Walnut Creek,991933.0,987454.5,982856.5,978759.0,974835.5,969123.0,956431.0,947757.5,935815.5,938652.5,943198.0,953321.0
Walnut Grove,400070.0,398268.0,396475.0,398282.0,400327.0,402472.0,403496.0,403833.0,406255.0,407353.0,411169.0,414286.0
Warner Springs,325202.0,319864.0,314997.0,311888.0,310261.0,310036.0,314558.0,319427.0,321206.0,318824.0,317717.0,320477.0
Wasco,190544.0,192678.0,194041.0,194132.0,195137.0,196770.0,199031.0,200241.0,200921.0,200417.0,200492.0,200500.0
Waterford,281143.0,281440.0,281168.0,283168.0,283499.0,284270.0,283462.0,284180.0,284249.0,286427.0,287711.0,290009.0
Watsonville,599034.0,603472.0,604195.0,607712.0,605028.0,605095.0,603954.0,601449.0,600769.0,601812.0,602279.0,602912.0
Weldon,125602.0,126088.0,125329.0,124813.0,124425.0,124693.0,123022.0,122258.0,122364.0,124827.0,127125.0,128538.0
West Carson,518656.0,517853.0,517543.0,518099.0,518669.0,519963.0,518599.0,519537.0,520792.0,524191.0,526905.0,530018.0
West Covina,553055.0,550679.0,548832.0,547955.0,547731.0,547792.0,545208.0,544185.0,544333.0,547789.0,550543.0,554015.0
West Hollywood,1099585.0,1096613.0,1094531.0,1094532.0,1097856.0,1101603.0,1088850.0,1083495.0,1079679.0,1092197.0,1095540.0,1099643.0
West Sacramento,351655.0,350106.5,352174.0,355999.0,358537.0,358392.0,358146.0,358896.0,358730.0,355660.5,352493.0,352038.5
Westlake Village,1075736.0,1074742.0,1074733.0,1076783.0,1077409.0,1076373.0,1068507.0,1067109.0,1068955.0,1075806.0,1078570.0,1083324.0
Westminster,679908.0,677644.0,677925.0,678175.0,680164.0,679797.0,681010.0,683007.0,688805.0,693213.0,695253.0,695793.0
Wheatland,313761.0,316344.0,317889.0,318117.0,317988.0,320063.0,322227.0,323932.0,323823.0,324373.0,326699.0,329159.0
White Water,215916.0,216641.0,217614.0,219213.0,220750.0,222650.0,224953.0,227075.0,228487.0,230015.0,231554.0,234559.0
Whitethorn,345433.0,344283.0,341917.0,341893.0,336764.0,333000.0,326516.0,324792.0,322391.0,321265.0,322997.0,326235.0
Whitmore,311798.0,314613.0,315054.0,314664.0,315829.0,320125.0,321189.0,320299.0,318628.0,318564.0,318654.0,318727.0
Whittier,556944.5,554562.0,552429.0,551696.0,552253.5,553728.5,551855.0,551748.0,552435.0,556559.0,558927.5,562026.5
Wildomar,409219.0,409974.0,412108.0,413321.0,413757.0,413552.0,413693.0,413753.0,413385.0,414704.0,415488.0,418265.0
Willits,310824.0,312474.0,310448.0,307426.0,304065.0,303802.0,303412.0,302524.0,300954.0,299821.0,296632.0,294611.0
Willow Creek,298318.0,294984.0,291658.0,290391.0,289370.0,286290.0,287323.0,288742.0,293872.0,294478.0,294916.0,295315.0
Willowbrook,395016.0,395100.0,395851.0,397343.0,399924.0,402055.0,402335.0,403467.0,406418.0,410685.0,414549.0,417235.0
Wilton,650329.0,648964.0,648092.0,652440.0,657568.0,662300.0,663957.0,662611.0,662166.0,661666.0,665312.0,668615.0
Winchester,433108.0,434623.0,436630.0,437797.0,437892.0,437685.0,437376.0,436989.0,436161.0,438242.0,439404.0,443370.0
Windsor,637939.0,632503.0,628289.0,624215.0,624314.0,626986.0,628959.0,628891.0,627176.0,627008.0,623895.0,623047.0
Winters,450361.0,448372.0,450536.0,456441.0,459165.0,459153.0,458321.0,460469.0,460759.0,459622.0,458168.0,458471.0
Winton,216925.0,216770.0,217597.0,219338.0,221435.0,222792.0,222783.0,223282.0,223532.0,224275.0,224183.0,224331.0
Wofford Heights,142321.0,143429.0,143983.0,143802.0,144092.0,144457.0,143003.0,141800.0,141206.0,142610.0,144042.0,145235.0
Woodacre,870348.0,871639.0,879456.0,881547.0,885333.0,886225.0,885635.0,878268.0,872865.0,862976.0,860333.0,858175.0
Woodbridge,425114.0,422283.0,422582.0,422075.0,422855.0,423543.0,423997.0,424728.0,424140.0,423447.0,422860.0,424802.0
Woodlake,186907.0,187346.0,187750.0,188957.0,190330.0,191061.0,190324.0,190533.0,192190.0,195580.0,196760.0,197503.0
Woodland,386131.0,384280.0,386141.0,389661.0,390866.0,389652.0,388225.0,389577.0,389950.0,387370.0,384277.0,383336.0
Wrightwood,300918.0,300947.0,301443.0,301473.0,300854.0,300787.0,300397.0,301044.0,301135.0,301892.0,303189.0,304159.0
Yorba Linda,868860.0,866031.5,864516.0,862516.5,862329.0,860852.5,861334.0,863801.5,870117.0,874101.0,873487.5,871073.5
Yuba City,308058.0,308632.5,308799.0,309392.5,311117.5,312984.5,314223.5,316528.5,320407.5,323353.0,323803.5,322349.5
Yucaipa,374727.0,375415.0,376162.0,376027.0,376771.0,377059.0,376429.0,376573.0,376940.0,378862.0,380527.0,381918.0
Yucca Valley,216029.0,217773.0,219045.0,220398.0,222348.0,223739.0,224114.0,224446.0,225554.0,227254.0,228602.0,229301.0
